id,icao,lat,long,elev
2293,LFOA,47.05,2.63,174
2294,LFMY,43.6,5.1,57
2295,LFMV,43.9,4.9,33
2296,LFMU,43.32,3.35,14
2297,LFMT,43.57,3.97,1
2298,LFMP,42.73,2.87,41
2299,LFMO,44.13,4.87,56
2300,LFMN,43.65,7.2,4
2301,LFML,43.45,5.22,20
2302,LFMK,43.22,2.32,124
2303,LFMI,43.52,4.93,20
2304,LFMH,45.52,4.28,400
2305,LFMD,43.53,6.95,2
2306,LFMC,43.37,6.38,79
2307,LFLY,45.72,4.95,197
2308,LFLX,46.87,1.73,157
2309,LFLW,44.88,2.42,638
2310,LFLV,46.17,3.38,248
2311,LFLU,44.92,4.98,162
2312,LFLS,45.37,5.32,386
2313,LFLP,45.92,6.1,460
2314,LFLN,46.42,4.02,238
2315,LFLL,45.72,5.07,234
2316,LFLH,46.83,4.82,190
2317,LFLC,45.78,3.17,325
2318,LFLB,45.63,5.87,234
2319,LFKS,41.92,9.4,22
2320,LFKJ,41.92,8.8,9
2321,LFKF,41.5,9.08,15
2322,LFKC,42.52,8.8,38
2323,LFKB,42.55,9.48,7
2324,LFJR,47.57,-0.32,50
2325,LFJL,48.97,6.25,259
2326,LFHP,45.07,3.77,829
2327,LFGJ,47.05,5.43,191
2328,LFGA,48.1,7.35,191
2329,LFCR,44.4,2.47,576
2330,LFCK,43.55,2.28,223
2331,LFBZ,43.47,-1.53,70
2332,LFBY,43.68,-1.07,32
2333,LFBX,45.2,0.82,97
2334,LFBU,45.72,0.22,124
2335,LFBT,43.18,0,359
2336,LFBP,43.38,-0.42,182
2337,LFBO,43.62,1.37,150
2338,LFBM,43.92,-0.5,56
2339,LFBL,45.87,1.17,402
2340,LFBI,46.58,0.32,117
2341,LFBH,46.18,-1.2,18
2342,LFBG,45.67,-0.32,28
2343,LFBF,43.53,1.37,159
2344,LFBE,44.82,0.52,49
2345,LFBD,44.82,-0.7,48
2346,LFBC,44.52,-1.12,22
2347,LFBA,44.17,0.6,68
2348,LFAT,50.52,1.62,2
2349,LFAQ,49.97,2.7,107
2350,LFAC,50.97,1.95,3
2351,LEZL,37.42,-5.9,26
2352,LEZG,41.67,-1.02,245
2353,LEXJ,43.42,-3.82,1
2354,LEVX,42.23,-8.62,253
2355,LEVT,42.87,-2.72,501
2356,LEVS,40.37,-3.78,683
2357,LEVD,41.72,-4.85,844
2358,LEVC,39.5,-0.47,58
2359,LETU,,,
2360,LETO,40.48,-3.47,598
2361,LETL,40.42,-1.22,1024
2362,LEST,42.88,-8.42,363
2363,LESO,43.35,-1.8,3
2364,LESB,39.6,2.7,48
2365,LESA,40.95,-5.5,788
2366,LERT,36.63,-6.33,27
2367,LERS,41.13,1.17,68
2368,LERI,37.95,-1.22,74
2369,LEPP,42.77,-1.65,448
2370,LEPA,39.55,2.73,8
2371,LEMO,37.17,-5.62,82
2372,LEMI,37.8,-1.12,193
2373,LEMH,39.87,4.22,82
2374,LEMG,36.67,-4.47,5
2375,LEMD,40.45,-3.57,589
2376,LELO,42.45,-2.32,352
2377,LELN,42.58,-5.65,911
2378,LELL,41.52,2.1,136
2379,LELC,37.77,-0.8,3
2380,LEJR,36.75,-6.07,25
2381,LEIB,38.87,1.38,4
2382,LEHC,42.08,-0.32,540
2383,LEGT,40.28,-3.72,619
2384,LEGR,37.18,-3.78,560
2385,LEGE,41.9,2.77,140
2386,LEEC,37.32,-6,7
2387,LEDA,41.73,0.53,352
2388,LECV,40.68,-3.75,995
2389,LECO,43.3,-8.37,80
2390,LECH,40.2,0.07,360
2391,LEBZ,38.87,-6.82,183
2392,LEBT,39.58,-0.45,50
2393,LEBR,42.2,-1.43,347
2394,LEBL,41.28,2.07,2
2395,LEBG,42.37,-3.62,892
2396,LEBB,43.28,-2.92,38
2397,LEBA,37.85,-4.83,88
2398,LEAS,43.57,-6.03,120
2399,LEAO,38.95,-3.73,621
2400,LEAM,36.85,-2.37,16
2401,LEAL,38.27,-0.55,26
2402,LEAG,36.12,-5.45,4
2403,LEAB,38.95,-1.85,704
2404,LDZD,44.1,15.33,82
2405,LDZA,45.72,16.07,103
2406,LDSP,43.53,16.3,16
2407,LDRI,45.22,14.57,80
2408,LDPL,44.88,13.92,63
2409,LDOS,45.47,18.82,82
2410,LDDU,42.57,18.27,156
2411,LCPH,34.72,32.47,8
2412,LCLK,34.87,33.62,2
2413,LBWN,43.22,27.82,74
2414,LBSF,42.65,23.37,592
2415,LBPL,43.45,24.5,93
2416,LBPG,42.28,24.72,198
2417,LBPD,42.05,24.85,182
2418,LBIA,42.45,26.35,155
2419,LBGO,43.15,25.72,84
2420,LBBG,42.57,27.52,41
2421,KNEL,40.03,-74.33,26
2422,KMHV,35.07,-118.15,841
2423,KGZN,32.37,-99.02,522
2424,KETC,35.93,-77.55,15
2425,KDPG,40.2,-112.93,1324
2426,KDEN,39.85,-104.65,1656
2427,KCBE,39.62,-78.77,226
2428,KBUR,34.2,-118.37,221
2429,KAZO,42.23,-85.55,264
2430,HUEN,0.03,32.45,1147
2431,HRYR,-1.97,30.13,1493
2432,HKWJ,1.75,40.08,254
2433,HKNW,-1.32,36.82,1666
2434,HKML,-3.22,40.1,20
2435,HKJK,-1.32,36.92,1615
2436,HKEL,0.4,35.23,2116
2437,HETR,28.22,33.65,35
2438,HESW,29.35,25.5,101
2439,HESN,23.97,32.82,197
2440,HESH,27.97,34.38,50
2441,HESG,26.33,31.75,70
2442,HEPS,31.28,32.25,2
2443,HEMM,31.32,27.22,26
2444,HEMA,25.55,34.58,77
2445,HELX,25.67,32.7,86
2446,HEGN,27.18,33.8,14
2447,HECP,30.07,31.83,240
2448,HECA,30.12,31.4,68
2449,HEBA,30.92,29.7,41
2450,HEAX,31.18,29.93,-2
2451,HEAT,27.05,31.02,229
2452,HABD,11.6,37.32,1828
2453,GVSV,16.83,-25.07,16
2454,GVNP,14.95,-23.48,70
2455,GVBA,16.13,-22.88,23
2456,GVAC,16.73,-22.93,54
2457,GUCY,9.57,-13.62,10
2458,GQPP,20.92,-17.02,5
2459,GQNO,18.3,-15.97,1
2460,GOTT,13.73,-13.65,53
2461,GOTK,12.57,-12.22,165
2462,GOSS,16.05,-16.45,3
2463,GOSP,16.68,-14.97,10
2464,GOSM,15.6,-13.33,28
2465,GOOY,14.73,-17.5,21
2466,GOOK,14.15,-16.07,8
2467,GOOG,15.4,-15.08,38
2468,GOOD,14.65,-16.22,9
2469,GOGS,12.4,-16.75,13
2470,GOGG,12.55,-16.27,24
2471,GOBD,14.67,-17.07,90
2472,GMTT,35.72,-5.9,19
2473,GMTN,35.58,-5.32,10
2474,GMTA,35.17,-3.85,14
2475,GMMZ,30.93,-6.9,1139
2476,GMMX,31.62,-8.03,465
2477,GMMW,34.98,-3.02,174
2478,GMMN,33.37,-7.58,196
2479,GMML,27.13,-13.23,63
2480,GMMI,31.4,-9.68,102
2481,GMMH,23.72,-15.93,11
2482,GMME,34.05,-6.77,84
2483,GMMC,33.57,-7.67,62
2484,GMMB,33.65,-7.22,191
2485,GMFO,34.78,-1.92,452
2486,GMFM,33.87,-5.52,569
2487,GMFK,31.95,-4.4,1033
2488,GMFF,33.92,-4.97,575
2489,GMFB,32.52,-1.98,1106
2490,GMAT,28.43,-11.15,192
2491,GMAG,29.03,-10.05,333
2492,GMAD,30.32,-9.42,66
2493,GLRB,6.25,-10.35,12
2494,GGOV,11.88,-15.65,31
2495,GFLL,8.62,-13.18,28
2496,GEML,35.27,-2.95,48
2497,GECE,35.88,-5.3,2
2498,GCXO,28.48,-16.35,623
2499,GCTS,28.05,-16.57,59
2500,GCRR,28.95,-13.58,9
2501,GCLP,27.92,-15.38,16
2502,GCLA,28.62,-17.75,20
2503,GCHI,27.82,-17.88,21
2504,GCGM,28.03,-17.22,217
2505,GCFV,28.43,-13.87,11
2506,GBYD,13.33,-16.65,29
2507,GANR,15.23,-9.58,237
2508,GAMB,14.52,-4.08,271
2509,GAKD,14.48,-11.4,53
2510,GABS,12.53,-7.95,375
2511,FZAA,-4.38,15.45,309
2512,FYWE,-22.62,17.08,1700
2513,FVRG,-17.93,31.1,1490
2514,FTTJ,12.13,15.03,295
2515,FSIA,-4.67,55.52,3
2516,FQXA,-25.05,33.62,3
2517,FQVL,-22,35.32,15
2518,FQTT,-16.1,33.63,146
2519,FQNP,-15.1,39.27,434
2520,FQMA,-25.92,32.57,34
2521,FQLC,-13.27,35.25,1362
2522,FQIN,-23.87,35.38,10
2523,FQBR,-19.8,34.9,14
2524,FOOG,-0.7,8.75,4
2525,FNUB,-14.93,13.57,1749
2526,FNLU,-8.85,13.22,75
2527,FNHU,-12.82,15.77,1697
2528,FNGI,-17.05,15.68,1116
2529,FNCT,-12.48,13.48,6
2530,FNCA,-5.58,12.18,14
2531,FMSD,-25.03,46.95,7
2532,FMNM,-15.67,46.35,18
2533,FMMT,-18.12,49.38,13
2534,FMMI,-18.8,47.47,1269
2535,FMEP,-21.32,55.42,21
2536,FMEE,-20.88,55.52,20
2537,FMCZ,-12.8,45.27,7
2538,FIMP,-20.43,57.68,57
2539,FGSL,3.75,8.72,23
2540,FCPP,-4.82,11.9,18
2541,FCOD,,,
2542,FCBB,-4.25,15.25,316
2543,FBSK,-24.55,25.92,1007
2544,FBPM,-21.17,27.48,1009
2545,FBMN,-19.97,23.42,946
2546,FBKE,-17.82,25.17,999
2547,FAVV,-26.57,27.97,1480
2548,FAUT,-31.53,28.67,735
2549,FAUP,-28.38,21.27,845
2550,FASI,-26.25,28.4,1627
2551,FAPP,-23.83,29.45,1238
2552,FAPN,-25.33,27.17,1045
2553,FAPE,-33.98,25.6,58
2554,FAOR,-26.13,28.23,1684
2555,FALW,-32.97,18.17,31
2556,FALE,-29.62,31.12,109
2557,FALA,-25.93,27.92,1365
2558,FAKN,-25.38,31.1,864
2559,FAKM,-28.8,24.77,1203
2560,FAJB,-26.15,28,1626
2561,FAHS,-24.37,31.03,532
2562,FAGG,-34,22.37,196
2563,FAEL,-33.03,27.82,127
2564,FACT,-33.97,18.6,48
2565,FABL,-29.1,26.3,1348
2566,EPZG,52.13,15.77,59
2567,EPWR,51.1,16.88,118
2568,EPWA,52.17,20.97,107
2569,EPSY,53.47,20.93,136
2570,EPSC,53.58,14.9,47
2571,EPRZ,50.1,22.02,206
2572,EPRA,51.38,21.22,182
2573,EPPO,52.42,16.83,87
2574,EPMO,52.45,20.65,102
2575,EPLL,51.72,19.4,176
2576,EPLB,51.23,22.72,206
2577,EPKT,50.47,19.08,296
2578,EPKK,50.07,19.8,237
2579,EPGD,54.37,18.47,136
2580,EPBY,53.1,18,66
2581,EISG,54.28,-8.6,1
2582,EINN,52.7,-8.92,20
2583,EIME,53.3,-6.45,90
2584,EIKN,53.92,-8.82,201
2585,EIDW,53.42,-6.28,75
2586,EIDL,55.05,-8.33,2
2587,EICK,51.85,-8.47,158
2588,DTTZ,33.93,8.1,87
2589,DTTX,34.72,10.68,17
2590,DTTR,31.7,9.27,253
2591,DTTN,36.47,8.8,145
2592,DTTL,36.85,11.07,18
2593,DTTK,35.67,10.08,65
2594,DTTJ,33.87,10.77,3
2595,DTTG,33.73,9.92,120
2596,DTTF,34.42,8.82,314
2597,DTTD,32.32,10.4,306
2598,DTTB,37.25,9.8,4
2599,DTTA,36.85,10.22,4
2600,DTNH,36.07,10.43,1
2601,DTMB,35.77,10.75,1
2602,DTKA,36.98,8.88,70
2603,DRRN,13.47,2.17,223
2604,DNMM,6.57,3.32,27
2605,DNIB,7.37,3.98,220
2606,DNAA,9,7.27,338
2607,DIYO,6.9,-5.35,202
2608,DIBK,7.73,-5.07,363
2609,DIAP,5.25,-3.92,4
2610,DGAA,5.58,-0.17,68
2611,DFOO,11.17,-4.32,461
2612,DFFD,12.35,-1.52,309
2613,DBBB,6.35,2.38,4
2614,DAUH,31.67,6.15,141
2615,DAOO,35.62,-0.62,87
2616,DAON,35.02,-1.47,245
2617,DAOB,35.33,1.47,976
2618,DABS,35.43,8.12,806
2619,DABC,36.27,6.62,686
2620,DABB,36.82,7.82,3
2621,DAAT,22.82,5.47,1376
2622,DAAS,36.18,5.33,1012
2623,DAAG,36.68,3.22,18
2624,CZZJ,53.58,-116.47,927
2625,CZVL,53.67,-113.85,685
2626,CZUM,53.55,-64.1,431
2627,CZTB,48.37,-89.32,197
2628,CZST,55.93,-129.98,10
2629,CZSP,46.45,-62.58,31
2630,CZSM,60.03,-111.93,203
2631,CZSJ,53.07,-93.35,286
2632,CZOL,53.65,-113.35,645
2633,CZMT,54.03,-132.13,11
2634,CZMJ,50.33,-105.53,571
2635,CZMD,53.43,-91.77,276
2636,CZKD,56.03,-96.52,190
2637,CZHY,60.83,-115.78,159
2638,CZFS,61.77,-121.23,174
2639,CZFN,64.92,-125.57,135
2640,CZFM,67.4,-134.87,33
2641,CZFA,62.2,-133.38,702
2642,CZEV,68.32,-133.48,92
2643,CZEM,52.22,-78.52,9
2644,CZEL,43.65,-80.42,370
2645,CZDB,45.42,-63.47,38
2646,CZCR,47.98,-66.33,39
2647,CYZY,55.3,-123.13,694
2648,CYZX,44.98,-64.92,28
2649,CYZW,60.17,-132.75,700
2650,CYZV,50.22,-66.27,43
2651,CYZU,54.15,-115.78,785
2652,CYZT,50.68,-127.37,13
2653,CYZS,64.2,-83.35,60
2654,CYZR,43,-82.3,181
2655,CYZH,55.28,-114.77,583
2656,CYZG,62.17,-75.67,217
2657,CYZF,62.47,-114.45,202
2658,CYZE,45.88,-82.57,189
2659,CYYZ,43.67,-79.62,171
2660,CYYW,50.3,-88.9,320
2661,CYYU,49.42,-82.47,228
2662,CYYT,47.62,-52.73,128
2663,CYYR,53.32,-60.42,42
2664,CYYQ,58.75,-94.07,20
2665,CYYN,50.28,-107.68,814
2666,CYYL,56.87,-101.07,351
2667,CYYJ,48.63,-123.42,16
2668,CYYH,69.53,-93.57,19
2669,CYYG,46.28,-63.12,48
2670,CYYF,49.47,-119.6,342
2671,CYYE,58.83,-122.58,379
2672,CYYD,54.82,-127.18,527
2673,CYYC,51.12,-114.02,1085
2674,CYYB,46.35,-79.42,360
2675,CYXZ,47.97,-84.77,287
2676,CYXY,60.72,-135.07,677
2677,CYXX,49.03,-122.38,54
2678,CYXU,43.03,-81.15,278
2679,CYXT,54.47,-128.57,213
2680,CYXQ,62.42,-140.87,663
2681,CYXP,66.15,-65.72,29
2682,CYXN,62.23,-92.58,9
2683,CYXL,50.12,-91.9,381
2684,CYXJ,56.25,-120.73,700
2685,CYXH,50.02,-110.72,717
2686,CYXE,52.17,-106.7,504
2687,CYXC,49.6,-115.78,928
2688,CYWL,52.18,-122.07,942
2689,CYWJ,65.22,-123.43,208
2690,CYWH,48.42,-123.38,4
2691,CYWG,49.9,-97.23,238
2692,CYWE,64.18,-114.08,374
2693,CYWA,45.95,-77.32,121
2694,CYVT,55.83,-108.42,438
2695,CYVR,49.17,-123.17,2
2696,CYVQ,65.27,-126.78,63
2697,CYVP,58.12,-68.42,28
2698,CYVO,48.07,-77.77,329
2699,CYVM,67.55,-64.02,3
2700,CYVL,67.02,-126.13,261
2701,CYVC,55.15,-105.27,378
2702,CYUY,48.2,-78.82,304
2703,CYUX,68.77,-81.22,8
2704,CYUT,66.52,-86.22,22
2705,CYUL,45.47,-73.73,31
2706,CYUB,69.43,-133.02,5
2707,CYUA,68.92,-137.23,25
2708,CYTS,48.57,-81.37,290
2709,CYTR,44.12,-77.52,80
2710,CYTQ,58.67,-69.95,14
2711,CYTL,53.82,-89.88,218
2712,CYTH,55.8,-97.83,212
2713,CYTE,64.22,-76.52,49
2714,CYSY,72,-125.23,83
2715,CYSP,48.75,-86.35,312
2716,CYSN,43.2,-79.17,96
2717,CYSM,60.03,-111.92,203
2718,CYSK,56.53,-79.25,28
2719,CYSJ,45.32,-65.88,89
2720,CYSF,59.25,-105.83,238
2721,CYSC,45.43,-71.68,236
2722,CYSB,46.63,-80.8,349
2723,CYRV,50.97,-118.17,456
2724,CYRT,62.82,-92.12,29
2725,CYRQ,46.35,-72.68,58
2726,CYRL,51.07,-93.78,370
2727,CYRJ,48.52,-72.27,173
2728,CYRB,74.72,-94.97,59
2729,CYRA,64.12,-117.32,232
2730,CYQZ,53.02,-122.52,548
2731,CYQY,46.17,-60.03,58
2732,CYQX,48.95,-54.58,144
2733,CYQW,52.77,-108.25,545
2734,CYQV,51.27,-102.47,493
2735,CYQU,55.18,-118.88,668
2736,CYQT,48.37,-89.32,197
2737,CYQR,50.43,-104.67,576
2738,CYQQ,49.72,-124.9,24
2739,CYQM,46.12,-64.67,67
2740,CYQL,49.63,-112.8,923
2741,CYQK,49.78,-94.37,413
2742,CYQI,43.83,-66.08,37
2743,CYQH,60.12,-128.82,692
2744,CYQG,42.27,-82.97,189
2745,CYQF,52.17,-113.9,912
2746,CYQD,53.97,-101.08,268
2747,CYQB,46.78,-71.38,73
2748,CYPW,49.83,-124.5,122
2749,CYPR,54.28,-130.45,30
2750,CYPQ,44.22,-78.37,190
2751,CYPO,54.98,-85.43,49
2752,CYPL,51.43,-90.22,390
2753,CYPH,58.47,-78.08,24
2754,CYPG,49.9,-98.28,270
2755,CYPE,56.22,-117.45,572
2756,CYPC,69.37,-124.07,5
2757,CYPA,53.22,-105.67,428
2758,CYOY,46.88,-71.5,167
2759,CYOW,45.32,-75.67,111
2760,CYOO,43.92,-78.9,136
2761,CYOD,54.4,-110.28,540
2762,CYOC,67.57,-139.83,253
2763,CYNE,53.97,-97.83,220
2764,CYND,45.52,-75.57,57
2765,CYNC,53.02,-78.82,13
2766,CYNA,50.18,-61.78,9
2767,CYMX,45.67,-74.03,78
2768,CYMU,56.53,-76.52,69
2769,CYMO,51.28,-80.62,8
2770,CYMM,56.65,-111.22,371
2771,CYMJ,50.32,-105.55,578
2772,CYMH,52.3,-55.82,18
2773,CYMA,63.62,-135.87,519
2774,CYLW,49.95,-119.37,420
2775,CYLU,58.72,-65.98,61
2776,CYLT,82.52,-62.32,9
2777,CYLL,53.32,-110.07,664
2778,CYLK,62.42,-110.67,183
2779,CYLJ,54.12,-108.52,481
2780,CYLH,52.2,-87.93,245
2781,CYLD,47.82,-83.35,449
2782,CYLC,62.85,-69.87,52
2783,CYLA,59.3,-69.58,35
2784,CYKY,51.52,-109.17,692
2785,CYKP,51.67,-85.9,181
2786,CYKO,60.82,-78.15,23
2787,CYKL,54.8,-66.8,507
2788,CYKG,61.58,-71.92,134
2789,CYKD,68.22,-135,7
2790,CYKA,50.7,-120.45,344
2791,CYJT,48.55,-58.57,7
2792,CYJF,60.23,-123.47,215
2793,CYIV,53.85,-94.65,234
2794,CYIO,72.68,-77.97,61
2795,CYIN,51.27,-121.68,1127
2796,CYIK,62.42,-77.93,44
2797,CYHZ,44.87,-63.5,136
2798,CYHY,60.83,-115.77,159
2799,CYHU,45.52,-73.42,26
2800,CYHM,43.17,-79.93,237
2801,CYHK,68.62,-95.85,36
2802,CYHI,70.77,-117.78,33
2803,CYHD,49.82,-92.75,414
2804,CYGX,56.35,-94.7,145
2805,CYGW,55.27,-77.77,13
2806,CYGT,69.37,-81.82,49
2807,CYGR,47.42,-61.77,4
2808,CYGP,48.77,-64.47,31
2809,CYGL,53.62,-77.7,192
2810,CYGK,44.22,-76.58,91
2811,CYGH,66.23,-128.63,72
2812,CYGE,51.3,-116.98,786
2813,CYFT,55.07,-59.18,65
2814,CYFS,61.75,-121.22,174
2815,CYFR,61.17,-113.68,159
2816,CYFO,54.67,-101.67,303
2817,CYFC,45.87,-66.53,16
2818,CYFB,63.75,-68.55,23
2819,CYEV,68.32,-133.5,74
2820,CYET,53.57,-116.47,925
2821,CYER,56.02,-87.68,11
2822,CYEN,49.22,-102.97,580
2823,CYEK,61.1,-94.07,7
2824,CYEG,53.3,-113.58,710
2825,CYDQ,55.75,-120.18,658
2826,CYDP,56.53,-61.68,14
2827,CYDN,51.1,-100.05,302
2828,CYDL,58.42,-130.02,804
2829,CYDF,49.22,-57.4,15
2830,CYDC,49.47,-120.52,703
2831,CYDA,64.03,-139.12,338
2832,CYCY,70.48,-68.52,73
2833,CYCX,45.83,-66.45,46
2834,CYCS,63.35,-90.72,7
2835,CYCQ,55.7,-121.62,614
2836,CYCP,52.13,-119.28,677
2837,CYCK,42.3,-82.08,196
2838,CYCG,49.28,-117.63,487
2839,CYCD,49.05,-123.87,30
2840,CYCB,69.1,-105.12,19
2841,CYCA,53.68,-57.03,12
2842,CYBX,51.45,-57.18,32
2843,CYBW,51.1,-114.37,1197
2844,CYBV,52.35,-97.03,219
2845,CYBU,53.32,-104,369
2846,CYBR,49.92,-99.95,405
2847,CYBQ,58.7,-98.5,272
2848,CYBK,64.3,-96.07,14
2849,CYBG,48.33,-70.98,151
2850,CYBD,52.38,-126.58,40
2851,CYBB,68.53,-89.78,13
2852,CYAZ,49.08,-125.77,26
2853,CYAY,51.38,-56.07,23
2854,CYAW,44.63,-63.5,50
2855,CYAT,52.93,-82.43,4
2856,CYAM,46.48,-84.52,186
2857,CYAH,53.75,-73.67,298
2858,CYAB,73,-85.02,36
2859,CXZV,50.22,-66.25,43
2860,CXZC,51.3,-80.62,8
2861,CXYH,61.25,-123.75,197
2862,CXWN,49.88,-97.13,232
2863,CXWM,49.5,-112.12,947
2864,CXVW,55.1,-117.2,696
2865,CXVN,43.18,-79.4,86
2866,CXVM,53.35,-110.88,622
2867,CXTP,48.55,-53.97,104
2868,CXTO,43.67,-79.4,115
2869,CXTN,69.2,-122.35,564
2870,CXTH,53.63,-111.68,679
2871,CXTD,45.62,-61.68,58
2872,CXSP,54.02,-111.27,652
2873,CXSL,54.28,-112.5,680
2874,CXSH,46.55,-72.73,106
2875,CXSE,73.77,-105.28,11
2876,CXSC,50.3,-110.08,809
2877,CXRH,49.57,-57.88,68
2878,CXRB,74.72,-94.98,30
2879,CXPL,51.13,-111.7,735
2880,CXPC,45.35,-80.05,176
2881,CXPA,55.62,-118.3,628
2882,CXOY,51.35,-110.35,784
2883,CXOX,55.15,-105.27,381
2884,CXOL,51.77,-114.08,1026
2885,CXNP,45.75,-64.23,19
2886,CXMY,44.98,-62.48,37
2887,CXMO,51.67,-112.68,837
2888,CXMM,56.65,-111.22,372
2889,CXMI,44.6,-63.53,15
2890,CXMG,56.97,-117.45,467
2891,CXMD,49.18,-98.08,297
2892,CXLL,61.12,-122.85,180
2893,CXLB,44.37,-64.3,4
2894,CXKT,45.07,-64.48,48
2895,CXKM,52.83,-111.87,679
2896,CXKI,48.13,-80,328
2897,CXKE,45,-75.63,99
2898,CXKA,49.4,-82.45,221
2899,CXIB,46.67,-60.4,6
2900,CXHR,51.18,-112.5,975
2901,CXHP,55.4,-116.48,601
2902,CXHM,43.28,-79.9,105
2903,CXHD,53.18,-112.25,688
2904,CXHA,42.03,-82.9,193
2905,CXFR,56.08,-118.43,657
2906,CXFM,49.48,-111.48,884
2907,CXET,44.23,-79.78,250
2908,CXEG,53.3,-113.6,706
2909,CXEC,53.57,-113.52,666
2910,CXEA,50.63,-93.22,351
2911,CXDW,49.4,-98.32,341
2912,CXDK,61.27,-124.47,269
2913,CXDI,42.87,-80.55,234
2914,CXDE,65.22,-123.43,208
2915,CXDB,49.05,-112.82,1311
2916,CXCS,51.93,-110.72,771
2917,CXCP,50.28,-113.35,999
2918,CXCK,62.12,-136.2,526
2919,CXCD,56.32,-119.75,628
2920,CXCA,49.15,-88.35,228
2921,CXBW,49.8,-112.3,823
2922,CXBR,49.62,-113.82,1137
2923,CXBO,46.83,-71.2,8
2924,CXBK,50.2,-104.7,585
2925,CXBI,44.48,-79.55,287
2926,CXBA,52.12,-110.1,696
2927,CXAT,73,-85.03,10
2928,CXAK,52.35,-112.6,799
2929,CXAJ,54.78,-112.82,586
2930,CXAG,53.92,-112.28,632
2931,CXAF,54.28,-112.97,667
2932,CWZZ,58.47,-62.65,50
2933,CWZW,60.17,-132.73,683
2934,CWZQ,46.53,-61.05,13
2935,CWZO,48.57,-123.25,5
2936,CWZN,47.37,-55.8,63
2937,CWZL,53.03,-131.6,17
2938,CWZG,51.2,-115.55,1402
2939,CWZA,49.25,-121.77,18
2940,CWYY,49.03,-119.43,284
2941,CWYL,51.45,-116.33,1602
2942,CWYJ,48.45,-123.3,59
2943,CWXI,51.02,-57.1,15
2944,CWXC,48.88,-71.03,306
2945,CWXA,51.07,-115.07,1303
2946,CWWZ,43.25,-79.22,75
2947,CWWS,52.82,-97.62,220
2948,CWWL,53.5,-130.63,8
2949,CWWK,49.02,-122.78,10
2950,CWWF,49.7,-103.8,583
2951,CWWE,43.98,-64.67,4
2952,CWWB,43.3,-79.78,77
2953,CWWA,49.35,-123.18,172
2954,CWVU,44.28,-66.33,4
2955,CWVT,55.83,-108.42,431
2956,CWVQ,45.42,-73.92,38
2957,CWVP,49.63,-109.52,1269
2958,CWVN,49.07,-107.58,792
2959,CWVI,53.52,-112.1,640
2960,CWVF,49.1,-123.3,13
2961,CWUX,48.3,-70.93,150
2962,CWUW,68.62,-71.12,173
2963,CWTY,46.35,-72.52,8
2964,CWTT,45.27,-72.17,210
2965,CWTN,47.07,-70.78,5
2966,CWTG,49.32,-67.37,6
2967,CWTA,45.5,-73.58,71
2968,CWST,47.35,-70.02,31
2969,CWSS,45.2,-67.25,27
2970,CWSR,53.37,-107.55,589
2971,CWSP,48.38,-123.92,2
2972,CWSL,50.7,-119.28,353
2973,CWSK,49.78,-123.17,59
2974,CWSG,49.12,-66.65,5
2975,CWSF,49.25,-65.32,15
2976,CWSD,46.43,-63.85,12
2977,CWRZ,48.42,-64.32,16
2978,CWRY,49.12,-112.05,1048
2979,CWRU,50.12,-127.93,76
2980,CWRT,49.62,-114.47,1311
2981,CWRO,54.17,-131.67,7
2982,CWRN,45.35,-60.98,8
2983,CWRM,52.42,-114.92,986
2984,CWRK,45.07,-77.87,328
2985,CWRJ,51.57,-107.92,586
2986,CWRA,46.65,-53.07,4
2987,CWQV,48.27,-70.12,4
2988,CWQS,53.32,-132.77,10
2989,CWQR,50.22,-64.22,9
2990,CWQP,43.83,-77.15,77
2991,CWQO,48.42,-68.9,7
2992,CWQK,48.3,-123.53,5
2993,CWQH,45.37,-71.82,181
2994,CWPZ,54.38,-125.97,715
2995,CWPR,49.47,-120.52,703
2996,CWPO,49.2,-98.9,471
2997,CWPK,47.92,-74.62,443
2998,CWPE,45.07,-66.47,9
2999,CWPD,47.57,-71.22,795
3000,CWOY,51.77,-104.2,557
3001,CWOE,49.12,-110.47,931
3002,CWOD,48.85,-72.55,150
3003,CWOC,48.02,-65.32,42
3004,CWOB,63.33,-64.15,369
3005,CWNZ,49.75,-84.17,261
3006,CWNQ,46.22,-72.65,9
3007,CWNP,50.27,-117.82,517
3008,CWNM,49.5,-117.3,533
3009,CWNK,49.5,-98.03,271
3010,CWNH,47.8,-69.53,147
3011,CWNE,47.07,-64,5
3012,CWNC,43.95,-78.17,71
3013,CWMT,63.13,-117.25,274
3014,CWMQ,49.9,-109.47,767
3015,CWMM,49.22,-122.68,2
3016,CWMJ,46.27,-76,198
3017,CWME,52.18,-127.47,23
3018,CWLY,50.22,-121.58,228
3019,CWLX,68.9,-75.15,129
3020,CWLS,43.97,-80.75,413
3021,CWLP,50.93,-127.63,15
3022,CWLM,48.42,-123.32,62
3023,CWLE,50.95,-107.15,666
3024,CWLC,54.3,-130.62,27
3025,CWLB,54.77,-112.02,561
3026,CWKX,58.43,-130.02,807
3027,CWKO,49.17,-105.97,914
3028,CWKM,69.6,-140.17,8
3029,CWKH,48.57,-123.55,327
3030,CWKG,44.43,-65.2,154
3031,CWJX,50.88,-109.5,671
3032,CWJW,52.93,-118.03,1022
3033,CWJV,50.22,-119.18,487
3034,CWJU,54.25,-133.07,47
3035,CWJT,46.07,-74.57,236
3036,CWJR,49.03,-116.5,642
